# url	label	p_phishing
https://www.local8now.com	1	0.485299
https://www.thisisamericansoccer.com	1	0.078172
https://www.one2collect.com	0	0.683834
https://www.roros.no	1	0.078172
https://www.kateschelter.com	1	0.078172
https://www.hamillgallery.com	1	0.078172
https://www.catalystlaw.co.uk	1	0.085590
https://www.katolikus.hu	1	0.078172
https://www.xxcb.cn	1	0.078172
https://www.kaeri.re.kr	1	0.085590
https://www.tonystewart.com	1	0.078172
https://www.spontaneouscelebrations.org	1	0.078172
https://www.redken.com	1	0.078172
https://www.bryanleetc.com	1	0.078172
https://www.pricegrabber.com	1	0.078172
https://www.somersetmoving.com	1	0.078172
https://www.christymoore.com	1	0.078172
https://www.litquotes.com	1	0.078172
https://www.roommomrescue.com	1	0.078172
https://www.clinatec.fr	1	0.078172
https://www.catingtonpost.com	1	0.078172
https://www.brucegreyson.com	1	0.078172
https://www.wirx.com	1	0.078172
https://www.sogemaskineoptimering.com	1	0.078172
https://www.metricbuzz.com	1	0.078172
https://www.cher-make.com	1	0.078172
https://www.mikvahcloud.com	1	0.078172
https://www.hatfield-house.co.uk	1	0.085590
https://www.nettieprice.com	1	0.078172
https://www.indianrails.in	1	0.078172
https://www.library.msstate.edu	1	0.085590
https://www.ingeek.com	1	0.078172
https://www.burgenwelt.org	1	0.078172
https://www.capeporpoiselobster.com	1	0.078172
https://www.forsvaret.dk	1	0.078172
https://www.hiddenhearing.co.uk	1	0.085590
https://www.ateliedalola.com.br	1	0.085590
https://www.deltawellbeing.org.uk	1	0.085590
https://www.weddingsincrete.co.uk	1	0.085590
https://www.nicovideo.jp	1	0.078172
https://www.globalcertificationforum.org	1	0.078172
https://www.burnettilaw.com	1	0.078172
https://www.rodedraad.be	1	0.078172
https://www.onthegooc.com	1	0.078172
https://www.hankyu-travel.com	1	0.078172
https://www.pssht.com	1	0.078172
https://www.crossagency.com	1	0.078172
https://www.sisaweekly.com	1	0.078172
https://www.progeniq.com	1	0.078172
https://www.visitilfracombe.co.uk	1	0.085590
https://www.staywellrewards.com	1	0.078172
https://www.enterprisestorageforum.com	1	0.078172
https://www.dlhub.org	1	0.078172
https://www.orcasound.net	1	0.078172
https://www.punxsutawneyspirit.com	1	0.078172
https://www.knowfirst.info	1	0.078172
https://www.villamedici.it	1	0.078172
https://www.modestapparelusa.com	1	0.078172
https://www.popsci.com.au	1	0.085590
https://www.mingshanart.com	1	0.078172
https://www.huntsvillecountryclub.com	1	0.078172
https://www.stellarium-labs.com	1	0.078172
https://www.designindaba.com	1	0.078172
https://www.organicayurveda.com	1	0.078172
https://www.radiotimeline.com	1	0.078172
https://www.marian.edu	1	0.078172
https://www.flapjackkids.com	1	0.078172
https://www.nsf.gov	1	0.078172
https://www.kreativjatek.hu	1	0.078172
https://www.m-83.rs	0	0.592274
https://www.gmuender-tagespost.de	1	0.078172
https://www.bannasch.de	1	0.078172
https://www.leighsociety.com	1	0.078172
https://www.matchacafebali.com	1	0.078172
https://www.olgakotelko.com	1	0.078172
https://www.kyoto-machisen.jp	1	0.078172
https://www.crowe.com	1	0.078172
https://www.twistypuzzles.com	1	0.078172
https://www.gold-trust.com	1	0.078172
https://www.brits.co.uk	1	0.085590
https://www.noteable.net	1	0.078172
https://www.greenleft.org.au	1	0.085590
https://www.hopefield.org.uk	1	0.085590
https://www.atmail.com	1	0.078172
https://www.krebshilfe.de	1	0.078172
https://www.paraesthesia.com	1	0.078172
https://www.findeuphora.com	1	0.078172
https://www.u-tv.ru	1	0.078172
https://www.lasgrwc.org	1	0.078172
https://www.nats.aero	1	0.078172
https://www.allianz.fr	1	0.078172
https://www.psacard.com	1	0.078172
https://www.spanish-living.com	1	0.078172
https://www.checkout.fi	1	0.078172
https://www.teslasociety.com	1	0.078172
https://www.latin-dictionary.net	1	0.078172
https://www.lukang.gov.tw	1	0.085590
https://www.tarasheets.com	1	0.078172
https://www.ariellamoon.com	1	0.078172
https://www.showofhands.com	1	0.078172
https://www.perlbuzz.com	1	0.078172
https://www.mpositive.in	1	0.078172
https://www.libed.org.uk	1	0.085590
https://www.thetimes03jan2009.com	0	0.949778
https://www.flyingmusic.com	1	0.078172
https://www.modernisation.gouv.fr	1	0.085590
https://www.queensawards.org.uk	1	0.085590
https://www.catsuppliesandmore.com	1	0.078172
https://www.twc.texas.gov	1	0.085590
https://www.benthamscience.com	1	0.078172
https://www.executivevisions.com	1	0.078172
https://www.hoffmiller.com	1	0.078172
https://www.ucr.ac.cr	1	0.085590
https://www.techscore.com	1	0.078172
https://www.gkss.se	1	0.078172
https://www.jeffco.us	1	0.078172
https://www.yourclassickitchens.com	1	0.078172
https://www.xibar.net	1	0.078172
https://www.artmuseumgr.org	1	0.078172
https://www.finnandemma.com	1	0.078172
https://www.arbejdermuseet.dk	1	0.078172
https://www.dcmetroapp.com	1	0.078172
https://www.thehagueonline.com	1	0.078172
https://www.pku.edu.cn	1	0.085590
https://www.laquilablog.it	1	0.078172
https://www.chronicle.co.zw	1	0.085590
https://www.coppercanyontrails.org	1	0.078172
https://www.brivannaboutique.com	1	0.078172
https://www.brambleberry.com	1	0.078172
https://www.mynewmexicogolf.com	1	0.078172
https://www.hillevax.com	1	0.078172
https://www.wilmar.com	1	0.078172
https://www.hoovercc.com	1	0.078172
https://www.aipl.arsusda.gov	1	0.085590
https://www.plantleven.nl	1	0.078172
https://www.jillcarnahan.com	1	0.078172
https://www.railsigns.uk	1	0.078172
https://www.myteleshop.com	1	0.078172
https://www.biblestudy.org	1	0.078172
https://www.tstech.co.jp	1	0.085590
https://www.doxygen.nl	1	0.078172
https://www.hiphoprx.com	1	0.078172
https://www.webbsholidayacres.ca	1	0.078172
https://www.petshub.pk	1	0.078172
https://www.mamamarketing.pl	1	0.078172
https://www.lincolndiocese.org	1	0.078172
https://www.starwarscelebration.com	1	0.078172
https://www.frenchloft.com	1	0.078172
https://www.etmnh.org	1	0.078172
https://www.cinemerignac.fr	1	0.078172
https://www.ncib.in	1	0.078172
https://www.gemresearch.ch	1	0.078172
https://www.autorepairsclearwater.com	1	0.078172
https://www.ypfp.org	1	0.078172
https://www.zippgroup.com	1	0.078172
https://www.joshuaradin.com	1	0.078172
https://www.stpetedesign.com	1	0.078172
https://www.outofyourlife.com	1	0.078172
https://www.ocma.org	1	0.078172
https://www.kyoto2.org	0	0.549356
https://www.wrestling-online.com	1	0.078172
